Question,Answer
"A painting of one of these events in the Louvre includes depictions of Suleiman (SOO-lay-mon) the Magnificent and Charles V (the fifth). That ten-meter mannerist painting by Paolo Veronese (paa-OW-low ver-oh-NAY-zay) shows one of these events from John 2 (John chapter two). A convex (*) mirror surrounded with scenes from the Passion of Christ is in the back of a painting often titled for one of these events that shows a man in a fur-trimmed hat and a woman in a green dress. For 10 points, name this type of event for which Jan (yahn) van Eyck's Arnolfini (AR-nul-FEE-nee) Portrait was likely created, and which Veronese painted “at Cana.”",wedding [or marriage; or matrimony; or The Wedding Feast at Cana; or The Wedding at Cana; or The Marriage at Cana; or The Arnolfini Wedding; or The Arnolfini Marriage]
"The negative derivative of the Hamiltonian with respect to position gives the generalized form of this value. The phase space consists of all possible values of position and this quantity, which is the Fourier (FOO-ree-ay) transform of position. According to Noether's (NUR-tar's) theorem, this quantity is conserved due to (*) translational invariance. This quantity squared over two times the mass gives the kinetic energy. The change in this quantity is impulse, and it is conserved in inelastic collisions. For 10 points, name this product of mass and linear velocity.",linear momentum [or translational momentum; do not accept or prompt on “angular momentum”]
"In a novel by this author, Guitar joins the radical Seven Days organization, which randomly kills White people. In that novel by this author, Freddie the janitor nicknames the main character Milkman Dead. Another novel by this author features a man who follows a trail of flowers after escaping from a (*) chain gang. That novel by this author begins, “124 was spiteful. Full of a baby's venom” and describes how Sethe (SETH-uh) kills her daughter to prevent her return to slavery. For 10 points, name this author of Song of Solomon and Beloved.",Toni Morrison [or Chloe Anthony Wofford Morrison]
"A demonym for people from this city sometimes names the Saint Thomas Christians of India and became a Quranic term for Christians. ISIS soldiers sprayed the first letter of that demonym for this city onto Christian homes, inspiring a protest symbolized by the Arabic letter “nun.” In this city, competing Catholic and Greek Orthodox churches mark proposed sites of the (*) Annunciation. After the flight into Egypt, Joseph returned to this city with Mary and a child born in Bethlehem. For 10 points, name this childhood hometown of Jesus.",Nazareth [or an-Nasira; or Natsrat; or Nasrath]
"A thixotropic substance was added to one of these devices perfected by Paul Fisher in 1965, who mass-marketed that example as the AG7 and “bullet” models. The Sheaffer and Parker companies specialize in luxury examples of these things that feature (*) metal nibs. The Museum of Modern Art displays a best-selling example of these things called the Bic Crystal. Rollerballs are sometimes used in these devices, which are often capped by a ball to control liquid flow. For 10 points, name these devices with ballpoint and fountain varieties for writing.",pens [or space pens; or ballpoint pens; or fountain pens]
"The April 26 Editorial criticized people in this location, some of whom went on a hunger strike prior to a Soviet leader's visit. People at this location drafted a list of seven demands that denounced the campaign against “bourgeois (booj-wah) liberalization.” Jeff Widener (*) photographed a man in this location whom Time Magazine dubbed the “Unknown Rebel.” Taiwan, Tibet, and this location form the “three Ts” of contentious issues surrounding the CCP. For 10 points, name this public area in Beijing where the Tank Man photo was taken in 1989.",Tiananmen Square
"Two groups of these objects, the Planctae (PLANK-tee) and Symplegades (simp-LEG-uh-deez), were given the epithets Wandering and Cyanean (sai-uh-NEE-un) respectively. Polyphemus (pah- lif-EE-mus) killed Galatea's (gal-uh-TAY-uh's) lover Acis (AY-sis) with one of these objects out of jealousy. One of these objects called the Omphalos (ahm-FAA-lus) marked (*) Delphi as the center of the world. The husband of Merope (mer-OH-pay) is given a punishment involving this type of object after tricking Thanatos (THAN-uh-tohs) and temporarily stopping death. Sisyphus's punishment involved endlessly rolling for 10 points, what type of object up a hill?",rock [or stone; or boulder]
"During this decade, women such as Ruth Nichols and Beryl Markham achieved record success in aviation. During this decade, Hattie Caraway of Arkansas became the first woman elected to the Senate. A woman who chaired the Committee on Economic Security during this decade served as the fourth (*) Secretary of Labor and helped draft the Social Security Act. Frances Perkins became the first female U.S. cabinet secretary during this decade, under FDR. For 10 points, name this decade in which women advocated for equality during the Great Depression.",1930s [prompt on 30s]
"This composer called for a 5/8 (five eight) jarabe (hah-RAH-bay)-style trumpet solo before quoting “Goodbye, Old Paint” in a suite that uses clashing kettle drums and snare drum to depict a “Gun Battle.” This composer's Four Dance Episodes end with a movement that quotes old-time musician William Hamilton Stepp's version of “Bonaparte's Retreat.” In a (*) “doppio movimento” excerpt, this composer wrote five variations on Joseph Brackett's Shaker hymn “Simple Gifts.” For 10 points, name this American composer of the ballets Billy the Kid, Rodeo, and Appalachian Spring.",Aaron Copland
"This organism is utilized in the biopharmaceutical industry to produce hepatitis vaccines and insulin. This organism was genetically modified to ferment xylose (ZAI-lohs) to facilitate the production of ethanol from paper waste. One of these model organisms was the first eukaryote (yoo-KAIR-ee-oat) to have its (*) genome fully sequenced. Candida albicans (CAN-did-uh ALB-ik-anz) is a pathogenic species of these organisms, and the most commonly used species of these organisms is Saccharomyces cerivisiae (SAK-air-oh-MAI-seez ser-uh-VISS-ee-ay). For 10 points, name this single- celled microorganism that causes bread to rise.",yeasts [or Saccharomyces cerivisiae until “Saccharomyces cerivisiae” is read]
"A poem by this author worries about never tracing “shadows with the magic hand of chance.” This poet, who described concerns about his death in “When I Have Fears That I May Cease to Be,” wrote in another poem how he had “been half in love with easeful Death.” That poem by this author ends by asking (*) “Do I wake or sleep?” This author wrote about the “flowery tale” of a “Sylvan historian” in a poem that ends by asserting “Beauty is truth, truth beauty.” For 10 points, name this author of odes “to a Nightingale” and “On a Grecian Urn.”",John Keats
"This man plays electric guitar with his band Corroded Coffin every Tuesday night at The Hideout. Erica notices a chandelier blinking an S.O.S. message being sent by this character, which leads to a journey to the (*) trailer this character shares with his uncle. This character, played by Joseph Quinn, is close friends with Dustin Henderson, and he witnesses the killing of Chrissy Cunningham by Vecna. For 10 points, name this Hawkins High senior who is the leader of the Hellfire Club in Stranger Things season four.",Eddie Munson [or Edward Munson; or Eddie the Banished; prompt on Munson; prompt on The Freak]
"This object titles a Rodgers and Hart song cited as the earliest use of the '50s progression, whose lyrics state “You saw me standing alone / Without a dream in my heart.” The first number one hit for Mary Ford and Les Paul was titled “How High” this object is. This object now titles Bart Howard's (*) “In Other Words,” which declares “Fill my heart with song and let me sing forevermore.” For 10 points, a request to “see what spring is like on Jupiter and Mars” appears in a song whose title says to “Fly Me to” what heavenly body?",the Moon [or “Blue Moon”; or “How High the Moon”; or “Fly Me to the Moon”]
"The location where this politician denounced a “super-state exercising new dominance” became the name of the Bruges (brooj) Group. This politician's government passed an ordinance banning “flying pickets” during a years-long clash with Arthur Scargill over striking coal miners. The “Big Bang” was the sudden deregulation of the (*) London Stock Exchange under this prime minister, who also transferred all water utilities in England and Wales into the private sector. For 10 points, name this Conservative Party leader who was U.K. prime minister in the 1980s.",Margaret Thatcher [or Margaret Hilda Roberts]
"The slope of a plot with inverse temperature on the x axis, and natural log of pressure on the y axis, yields a form of this quantity divided by the ideal gas constant. This quantity remains constant in a throttling process. This quantity minus the product of temperature and change in entropy equals (*) Gibbs free energy. This quantity can be added or subtracted for each step of a chemical reaction to yield its total value, according to Hess's law. For 10 points, name this thermodynamic quantity denoted H.",enthalpy [or H until “H” is read; prompt on heat of vaporization until “throttling” is read]
"German missionary Johann Rebmann names a glacier near the summit of this mountain, which contains the hiking area of Barranco (bah-RAHN-koh) Wall. The nearby town of Moshi is the starting point for some climbs on this mountain, whose three volcanic cones include (*) Kibo (KEE-boh), Shira (SHEE-rah), and Mawenzi (mah-WEN-zee). The summit of this mountain, the highest in the world that is not part of an adjacent range, was renamed to mean “freedom peak” in Swahili. For 10 points, name this dormant volcano in Tanzania, the tallest mountain in Africa and the tallest volcano in the Eastern Hemisphere.",Mount Kilimanjaro
"An estimator of this function, which is applied to the partition function to derive the Maxwell- Boltzmann equation, is used on large numbers and is called Stirling's approximation. The gamma function extends this function for complex numbers. In the general formula for a (*) Taylor series, this function appears in the denominator. This function of n gives the number of permutations for n distinct objects. For 10 points, name this function that gives the product of a number and all lesser positive integers, and is represented by an exclamation point.",factorial
"This empire s army snuck through an aqueduct to take control of a city from the Gothic king Vitiges (VID-ig-eez). This empire's historian John Skylitzes (skee-LIT-seez) wrote about a disastrous defeat it suffered to Alp Arslan in 1071 when it lost to the Seljuks at Manzikert (MAN-zik-urt), despite the presence of this empire's elite, (*) Viking-dominated Varangian (vaa-RANG-ee-un) Guard. In this empire's capital, the Nika (NEE-kuh) Riots ended when the general Belisarius (bel-is-AIR-ee-us) slaughtered thousands of chariot racing fans. For 10 points, name this empire that Justinian the Great ruled from Constantinople.",Byzantine empire [or Eastern Roman Empire; do not accept or prompt on “Roman Empire”]
"In a novel by this author, Chris and Sam are killed at a naming ceremony for a daughter whose name means “may the path never close,” and Samsonite Ossai tortures people with a stapler. This author wrote a novel in which the protagonist is exiled after his gun explodes, killing Ezeudu's (EZ-ay-OO-doo's) son (*) Ikemefuna (IK-ay-muh-FOO-nah). The main character of a novel by this man gains acclaim for defeating Amalinze (AA-muh-LIN-zee) the Cat in wrestling. For 10 points, name this Nigerian author who wrote about Okonkwo's (oh-KAHN-kwoh's) time in Umuofia (OO-moh- FEE-ah) in Things Fall Apart.",Chinua Achebe (ah-CHEB-ay)
"A deputy chief of staff for this country's president impersonated a police officer and beat a protester in 2018 in what became known as the Benalla (beh-NAH-lah) affair. Teacher Samuel Paty (sam-yoo-EL paa-TEE) was beheaded after a false accusation in this country, five years after this country's Hypercacher (ee-PAIR-kaa-SHAY) market and (*) satirical magazine Charlie Hebdo (SHAH-lee eb-doh) were attacked over cartoons depicting Muhammad. This country's 2022 presidential election ended in the run-off defeat of far-right candidate Marine Le Pen (mah-RIN lay pen). For 10 points, name this country led by president Emmanuel Macron.",France [or French Republic; or République française]
"Arnaldo Tamayo Méndez was the first Latin American in this profession, serving on a project partly named “38.” A politician falsely claimed that a man with this profession said, “I didn't see any god.” Three people in this profession died above the Kármán (KAAR-mahn) line after leaving Salyut 1. Valentina (*) Tereshkova (ter-ESH-koh-vuh) was the first female member of this profession, which was held by a man who shouted “Poyekhali!” (POH-yeh-KAH-lee) while on Vostok 1. For 10 points, name this profession of Yuri Gagarin (gaa-GAA-rin), who worked on the Soyuz 1 mission for the Soviet space program.",cosmonauts [or Russian astronauts; or Soviet astronauts; prompt on astronauts]
"Jeremy Silman's book How to Reassess this activity analyzes strategies of imbalance. A ""hypermodernist"" school of this activity was pioneered by people including the author of My System, Aron Nimzowitsch (NIM-zuh-vitch). The ""Magician from Riga"" (REE-gah) was the nickname for an expert in this activity whose autobiography discusses his (*) 95-game unbeaten streak. Mikhail Tal wrote books about this activity, as did a man who defeated Boris Spassky. For 10 points, name this activity written about by Alexander Kotov in Think Like a Grandmaster.",playing chess
"Along with Alexander Parvus and Julius Martov, this man founded the newspaper The Beginning. This man gave an address entitled ""I Stake My Life"" to a commission that included John Dos Passos, Franz Boas, and John Dewey. This man advocated a policy of ""permanent revolution"" as opposed to a (*) rival's theory of ""socialism in one country."" This man was killed by NKVD agent Ramon Mercader with an improvised ice axe in Mexico City. For 10 points, name this head of the Red Army during the Russian Civil War, a rival of Joseph Stalin.",Leon Trotsky [or Lev Davidovich Bronstein]
"Eisenstein’s criterion determines if one of these mathematical objects is irreducible. Eigenvalues (EYE-ghen-val-yooz) of a matrix are found using the ""characteristic"" one of these objects. The Abel–Ruffini theorem states there is no general formula for solutions to these objects of  (*) fifth degree or higher. These objects are written as the sum from 0 to n of a sub n times x to the power n. These objects are divided using synthetic division, and quadratic examples have degree two. For 10 points, name these mathematical objects, which are the sum of variables to integer powers times coefficients.",polynomials [or polynomial functions]
"""Rock star"" images that appeared in this medium were made by the ""Andy Warhol of Marrakech"" (MAA-ruh-kesh), Hassan Hajjaj. In an image on one of these artworks, Philippe Halsman depicted a barefoot Marilyn Monroe jumping and looking toward the viewer. The ""First World's Third World Mona Lisa"" is a nickname for a (*) Steve McCurry photograph depicting Sharbat Gula (shar-BOT GOO-lah) in a red scarf that appeared in this form. ""Afghan Girl"" appeared on, for 10 points, what kind of artwork, often seen on National Geographic?",magazine covers [or magazines; or specific covers of magazines such as National Geographic or Rolling Stone; prompt on covers; prompt on photographs]
"George Chauncey wrote a history about the ""making of the Gay Male World"" of this city. Four hundred members of the AFL-CIO attacked student protesters in this city during the Hard Hat Riot. Robert Caro's The Power Broker is a biography of this city's urban planner Robert (*) Moses. A riot in this city occurred after two Black children were hit by a car that was part of Rebbe Menachem (men-AH-um) Mendel Schneerson's motorcade. The first Pride March occurred a year after a riot at this city's Stonewall Inn. For 10 points, name this most populous U.S. city.",New York City [or NYC]
"Some ancient buildings along this river at Hasankeyf (ha-SAHN-keyf) were moved in the 2010s to avoid the destruction caused by this river's rising waters behind the Ilisu Dam. On the banks of this river was the Mittani center of Zakhiku (zah-KEE-koo) and the Assyrian centers of Assur (AH-sur) and (*) Nineveh (NIN-eh-vuh), which were in the vicinity of the present-day city of Mosul (MOH-zul). This river forms the eastern border of the historic region of Mesopotamia. For 10 points, name this river that flows past the Iraqi capital of Baghdad prior to joining with the Euphrates (yoo- FRAY-teez) River.",Tigris River
"A work by this writer was titled The Gospel of Selfless Action when rendered into English by his secretary. This author wrote about a ""guide and helper"" he called ""Kavi"" (KAH-vee) in a book about his ""Experiments with Truth."" That book covers the period in which this author and Hermann Kallenbach founded a farm named after (*) Leo Tolstoy. This writer, who called the Bhagavad Gita his ""personal dictionary,"" translated religious literature into his native Gujarati (GOO- jah-RAH-tee). For 10 points, name this leader of the nonviolent movement for Indian independence.",Mahatma Gandhi [or Mohandas Karamchand Gandhi]
"Jesuit scientist Christoph Scheiner published letters on these phenomena, which led to a controversy with Galileo Galilei over the nature of these features. Gustav Spörer's discovery in historical records that these objects were almost never seen between 1645 and 1715 was later explained by Annie and Edward (*) Maunder, who became the namesake of these objects' ""minimum."" These features follow an eleven-year cycle and are found in active regions of the photosphere. For 10 points, name these cool, dark patches on the surface of the Sun.",sunspots
"A musician with this surname played harp and piano on an album named after guru Swami Satchidananda (SAH-chee-dah-NAHN-dah). That musician with this surname replaced McCoy Tyner as pianist in a quartet that included her future husband. A gong clash by Elvin Jones opens an album by a musician with this surname, whose (*) rapid soloing style was described as ""sheets of sound."" That musician with this surname wrote the album A Love Supreme, on which he played saxophone. For 10 points, give this surname of jazz musicians Alice and her husband John, who wrote Giant Steps.",Coltrane [or John Coltrane; or Alice Coltrane]
"This poem describes a ""Roof"" that is ""scarcely visible"" and a ""Cornice — in the Ground."" A stanza of this poem which describes a gown made of gossamer and a tippet made of tulle was omitted in an edition by Mabel Loomis Todd and Thomas Wentworth Higginson. This poem's speaker sees (*) ""Fields of Gazing Grain"" and the setting sun after passing children playing at a school. This poem's speaker rides in a carriage with Immortality and a character who ""kindly stopped for me."" For 10 points, name this Emily Dickinson poem.","""Because I could not stop for Death"""
"During an interview with Donald Trump in 2003, this man pitches gloves to wear while eating ice cream. This man unboxes Shopkins toys while asking Joe Arpaio what ""communists are doing to take people's guns."" In an episode of this man's show, Philip van Cleave records a gun promo called ""Kinder Guardians."" (*) Jason Spencer resigned from the Georgia legislature after an appearance on this man's show in which Spencer pulled his pants down and yelled a racial slur. For 10 points, name this host of Who is America whose personas include Ali G and Borat.",Sacha Baron Cohen [prompt on OMGWhizzBoyOMG!; prompt on Erran Morad; prompt on Ali G before it is read]
"A member of this profession named Hegelochus (HAY-ghel-OH-kus) had his career ruined after mistakenly speaking about a ""weasel"" instead of a ""calm sea."" The so-called inventor of this profession in ancient Greece was from Icaria (ee-KAH-ree-ah) and gained fame when he jumped on top of a cart and began to recite (*) poetry. Members of this profession put on the central entertainments of the City Dionysia (DYE-oh-NYE-see-uh). Thespis was an ancient Greek member of, for 10 points, what profession whose members often wore masks as they performed in tragedies and comedies?","actors [or actresses; or thespians until ""Thespis"" is read; prompt on performers; prompt on artists]"
"In this nation, the protagonist protects his eyes after refusing to kill promoters of the Big- Endian heresy. This nation's prince wears one heel higher than the other to support a parody of the Tories called Tramecksan (tram-EK-sun). Mildendo is the capital of this nation, toward which one novel's protagonist (*) swims after a shipwreck. This nation, whose residents tie the protagonist of a novel to the ground, clashes with nearby Blefuscu (BLEF-us-koo). For 10 points, name this fictional nation whose tiny residents encounter the protagonist of Gulliver's Travels.",Lilliput
"This thinker's notion of the ""ethical life"" was defined as freedom through civil society, family, and the state. This philosopher envisioned a person searching for ""rediscovery of himself by himself"" in a passage titled for ""independence and dependence of self-consciousness."" This idealist developed the concept of (*) ""synthesis"" through a ""thesis"" and ""antithesis,"" which was used to analyze a ""struggle to the death"" between the master and slave in a namesake dialectic. For 10 points, name this German philosopher of The Phenomenology of Spirit.",Georg Wilhelm Friedrich Hegel
"In one species, this process is initiated by PTTH, which triggers the release of 20- hydroxyecdysone (twenty hai-DROK-see-EK-dis-own). The completeness of this process divides species into ametabolous (AIM-uh-TAB-uh-lis), hemimetabolous (HEM-ee-muh-TAB-uh-lis), and holometabolous (HAH-loh-muh-TAB-uh-lis) types. Axolotls (AK-suh-lot-ulz) are neotenic (nee-oh-TEN-ik), so they do not undergo this process, which is done by insects through processes such as (*) ecdysis (EK-dis-iss). Certain organisms enter an inactive state called the pupa during this process, which occurs after the larval stage. For 10 points, name this transformation of animals into adult form, such as a caterpillar into a butterfly.",metamorphosis [prompt on molting; prompt on ecdysis before it is read]
"A medieval variant of this musical form sometimes partly names the song ""Sumer is icumen in"" (SOO-mair ees ee-KOO-men een). The words ""Quaerendo invenietis"" (kwai-REN-doh in- vayn-ee-AYT-is) appear above the ninth of ten pieces in this form in The Musical Offering. A quodlibet (kwohd-LIB-et) breaks the pattern that every third variation of the (*) Goldberg Variations takes this form. The followers play an identical melody to the leader in ""perpetual"" pieces in this form, which are also called rounds. For 10 points, name this form of a popular D major piece originally paired with a gigue (zeeg) by composer Johann Pachelbel.",canons [or rounds before it is read; or rotas; or Reading Rota]
"In this state's capital city, 2020 Republican mayoral candidate Steve Carter died due to COVID two months after losing that election. In 2022, five police officers were arrested in this state after beating and choking (*) Ronald Greene to death in 2019. This state's House surprisingly disregarded its governor's selection for Speaker of the House, a tradition which went back to Huey Long. For 10 points, name this state governed by John Bel Edwards.",Louisiana
"A eunuch of this dynasty named Wei Zhongxian (WAY zong-shee-AHN) commanded a secret police force called the Embroidered Uniform Guard. This dynasty's Zhengtong (zeng-TAHNG) Emperor was captured by the Oirats (OY-rahts) during the Tumu (TOO-moo) Crisis. This dynasty came to power after winning the Battle of (*) Lake Poyang (POH-yong) and was founded by the Hongwu Emperor. The Yongle (YONG-lay) Emperor commissioned the Forbidden City during this dynasty, which sponsored Zheng He's (jung HUH's) treasure voyages. For 10 points, name this dynasty the created namesake porcelain vases and preceded the Qing (ching).",Ming Dynasty
"One type of these objects has a conserved quantity called Carter’s constant. These objects are specified by their mass, charge, and angular momentum according to the no-hair theorem. The tidal forces generated by these objects can cause spaghettification. The formula 2 G M over c squared gives a (*) radius needed to produce one of these things. These things evaporate by emitting Hawking radiation. The boundaries of these things are marked by an event horizon. For 10 points, name these spots with gravity so strong that not even light can escape.",black hole
"These objects are sold in a store where the protagonist, “you,” meets Ludmila in a second- person Italian-language novel. These objects, which are both sold and described in alternate chapters of If on a winter's night a traveler by Italo Calvino, are stolen by (*) Liesel Meminger during World War II in a Markus Zusak novel. Endless, seemingly randomly arranged examples of these things fill hexagonal rooms in a short story by Jorge Luis Borges (BOR-hays). For 10 points, name these objects which Borges wrote about in “The Library of Babel.”",books [or novels; or other specific kinds of books]
"This man won a battle in which he hid a portion of his army in the fog around a lake south of Cortona. The severed head of this man's brother was thrown into his camp after the Battle of Metaurus (met-OW-rus). This general waited until the command of an enemy army switched from Lucius Aemilius (*) Paullus to Gaius Terentius Varro. This general deployed Numidian cavalry to double envelop a Roman force at Cannae (kan-AY) but was later defeated by Scipio Africanus at the Battle of Zama (ZAH-mah). For 10 points, name this Carthaginian general who crossed the Alps during the Second Punic War.",Hannibal Barca [prompt on Barca]
"Terry Hunt and Carl Lipo moved these things in ropes as part of an experiment. One of these things nicknamed ""stolen friend"" is on display at the British Museum. These things can include pukao (poo-KOW) and sometimes have petroglyphs referencing aspects of the (*) ""birdman"" cult. Following the arrival of Jacob Roggeveen (YAH-kohb ROH-gev-en) and the subsequent spread of disease, these objects were no longer constructed at Rano Raraku (RAH-noh rah-RAH-koo) and were toppled one by one by the Rapa Nui (RAH-pah NOO-ee). For 10 points, name these stone monuments depicting giant heads on Easter Island.","moai [or Easter Island statues until ""Easter Island"" is read; or Easter Island heads until ""Easter Island"" is read]"
"This value appears in the denominator of Cohen’s d, which calculates effect size. Bill Smith developed a methodology to keep defects under 3.4 per million, named for six times a symbol for this value. This value is divided by the square root of N to give the SEM, and four times this value gives the width of the most commonly used confidence interval. The (*) z-score is normalized by this value. In a normal distribution, 68 percent of the data is within this value of the mean. This value squared gives the variance. For 10 points, what value is symbolized lowercase sigma, and is a measure of variation in a data set?",standard deviation [accept pooled standard deviation or population standard deviation or sample standard deviation; prompt on SD; prompt on sigma or six sigma until “sigma” is read]
"A city in this state houses the home of Juliette Gordon Low, who founded the Girl Scouts in this state. An annual onion festival occurs in this state's city of Vidalia. Bonaventure Cemetery and Forsyth Park are historic sites in a city in this state whose baseball team, the (*) Bananas, uses unique rules. This state's capital includes the High Museum of Art and Centennial Olympic Park, which was created for the 1996 Olympics. For 10 points, name this state whose cities include Savannah and Atlanta.",Georgia
"Glenn Miller recorded a big band song about these things that opens with a dialog with a shoeshine boy in Tennessee. One of these things is ""a-thrumming"" in a jazz standard that depicts ""Sugar Hill way up in Harlem."" James Brown recorded a Jimmy Forest song depicting a (*) journey on a ""Night"" one of these things. Billy Strayhorn wrote the lyrics to a jazz standard about one of these vehicles that ""takes the A"" route. The Duke Ellington orchestra performed a song about, for 10 points, what vehicles depicted in ""Chattanooga Choo Choo""?","trains [or ""Take the A-Train""; or ""Night Train""]"
"A nonclassical Newton's Law of this quantity relates shear stress to this quantity times a velocity gradient. This value multiplies 8 L Q in the numerator of Poiseuille’s Law and multiplies six pi r v in Stokes’ Law. This value decreases when a thixotropic (THIK-soh-TRAH-pik) substance is shaken. The SI unit of this quantity is the pascal-second. This quantity drops to zero below the lambda (*) point for superfluids. The internal friction of a fluid is quantified by this property, which is high for honey. For 10 points, name this measure of a fluid's resistance to flow.",viscosity [accept dynamic viscosity or kinematic viscosity; prompt on mu or eta]
"This poet entreats ""Cease, gentle muse!"" in a poem addressed to painter ""S.M.A."" This poet commands ""Muse! Bow propitious while my pen relates"" how an army ""In bright array they seek the work of war."" This poet tells a (*) President to ""Proceed, great chief, with virtue on thy side."" In another poem, this poet claims, ""Twas mercy brought me from my Pagan land."" For 10 points, name this African-American poet of ""His Excellency, General Washington"" and ""On Being Brought from Africa to America.""",Phillis Wheatley
"A 2022 mayoral candidate for this city had earlier advocated a ban on raves during his tenure on a stadium commission. Nury Martinez, the president of this city's Council, resigned after an (*) audio leaked of him making racist statements about the adopted Black son of Mike Bonin. In December of 2022, this city's councilman Kevin de Leon fought a protester. In 2022, Rick Caruso was defeated by the first Black woman to become mayor of this city, Karen Bass. For 10 points, name this California city, the second most populous in the United States.",Los Angeles [or L.A.]
"A poem in this language repeats ""You pretend I'm dawn"" and ""You pretend I'm chaste"" and is titled ""You Want Me White"" by Alfonsina Storni. Another author used this language for a poem that notes, ""from the frozen niche in which men put you."" Sonnets of Death are in this language, as is as a poem that repeats (*) ""It is the hour of departure"" and ""in you everything sank!"" The line ""tonight, I can write the saddest lines"" was written in, for 10 points, what language of Gabriel Mistral and Twenty Love Poems and a Song of Despair author Pablo Neruda?",Spanish [or Español]
"A song by this person, whose music video is set at Gill's Lounge, asks ""if the stars were edible and our hearts were never full, could we live with just a taste?"" This person runs on a rotating platform in the video to a song whose lyrics (*) ""leave America, two kids follow her"" may be a reference to Olivia Wilde. That song by this Englishman features the chorus ""in this world, it's just us, you know it's not the same."" For 10 points, name this former member of One Direction whose songs include ""Music for a Sushi Restaurant"" and ""As It Was.""",Harry Styles [Harry Edward Styles]
"During an evacuation in this war, one side killed 1,000 of their own citizens by prematurely blowing up the Hangang (HON-gong) Bridge. William F. Dean, who wrote a memoir about his imprisonment during this war, had earlier suppressed the Jeju (tay-JOO) Uprising. Matthew (*) Ridgeway replaced a general in this war who had turned the tide by landing an army behind enemy lines at Incheon. American advances in this war were reversed when Chinese troops crossed the Yalu River. For 10 points, name this war that started after Kim Il-Sung crossed the 38th Parallel.",Korean War
"Finding an essential definition of this ideology is compared to ""observing Madame Tussaud's (TOO-soh's) waxworks instead of living people"" in a book titled for this ideology's ""Anatomy."" This ideology is described as a ""politics of hierarchy"" in a Jason Stanley book about ""How"" this ideology ""Works."" This ideology appears in the name of a political party that advocated (*) spazio vitale (SPAHT-see-oh vee-TAH-lay) and was also called the PNF. A symbolic Roman bundle of sticks is the source of the name of, for 10 points, what ideology of Benito Mussolini?",fascism [or fascist]
"In an opera in this language, the young woman Renata joins a convent after moving in with Ruprecht but is later burned at the stake. In an opera in this language of The Fiery Angel, the protagonist drowns her husband's lover in an icy river, a scene targeted by anti-formalist campaigns. (*) Katarina commits adultery in that opera in this language titled Lady Macbeth of the Mtsensk (mit-SENSK) District, which was denounced as ""Muddle Instead of Music"" by Pravda (PRAHV-duh). For 10 points, name this language of many operas by Sergei Prokofiev (pro-KOH- fee-ev) and Sergei Rachmaninoff (rahk-MAH-nin-awf).",Russian [or Russkiy]
"This emperor ordered the construction of the Devil's Dykes to protect a Sarmatian tribe. Lorenzo Valla determined that a document attributed to this emperor was a forgery. The phrase ""in hoc signo vinces"" (een HOHK seeg-noh WEEN-chayz) supposedly was seen by this emperor before he defeated (*) Maxentius at the Battle of Milvian Bridge. This emperor, who names a fraudulent ""Donation,"" issued the Edict of Milan with Licinius after seeing a vision of a cross, leading to religious tolerance in Rome. For 10 points, name this first Christian emperor of Rome.",Constantine I [or Constantine the Great; prompt on Constantine]
"This god is sent to devour all the food at a feast hosted by Kubera (koo-BAIR) meant to impress this god's father. After Chandra (chahn-DRAH) laughed at this god for falling off his mount and vomiting, this god caused the cycles of the moon. This god circled his parents three times in a competition for a mango in which his brother (*) Kartikeya (KAR-tik-AY-uh) raced around the world three times. After being created to guard his mother Parvati (PAR-vah-tee) while taking a bath, this god is decapitated for not allowing entry to his father Shiva. For 10 points, name this elephant-headed Hindu wisdom god.",Ganesha
"This artist portrayed a young man having his ring stolen by a palm-reader. In another painting by this artist, a man peers over a boy in black's shoulder and signals what cards he's holding. This artist of The Fortune Teller and (*) The Cardsharps painted himself as the severed head of Goliath. In a painting by this artist in the Contarelli Chapel, Christ extends a finger towards a bearded man in black who points to himself in a dimly lit room. For 10 points, name this 17th-century artist of The Calling of St. Matthew.",Caravaggio [or Michelangelo Merisi; or Michelangelo Merisi da Caravaggio]
"Some orchid species display a form of this behavior that induces male bees and wasps to copulate on the flower to help with its pollination. Cuckoos that are obligate brood parasites often engage in at least one form of this behavior, usually with their eggs. Aposematic (aa-PAH-sim- AT-ik) coloration (*) benefits organisms that engage in this behavior, though organisms engaging in the Batesian (BAYT-see-en) form of this behavior are not harmful themselves. For 10 points, name this phenomenon in which one species has evolved to resemble another.","mimicry [accept Batesian mimicry, Mullerian mimicry]"
"Joan Kroc, the widow of McDonald's founder Ray Kroc, donated $235 million to this organization in 2003. During the 2008 financial crisis, this organization launched a program called Planet Money to explain the economy. Bob Edwards created a program produced by this organization now hosted by (*) Steve Inskeep called Morning Edition. Ari Shapiro co-hosts an evening news program by this media organization titled All Things Considered. For 10 points, name this nonprofit media organization with a network of over 1,000 U.S. radio stations.",NPR [or National Public Radio]
"In a play by this author, a character tells his wife about a van with a wheelbarrow looking for a ""certain person."" Emma has an affair with Jerry in a play by this author that partly takes place in reverse-chronological order. During a game of Blind Man's Bluff, a character in a play by this author tries to rape Lulu. In a (*) ""comedy of menace"" by this author, McCann and Goldberg abduct Stanley, who is given a toy drum by Meg prior to the title event. For 10 points, name this British playwright of Betrayal and The Birthday Party.",Harold Pinter
